"url","post_date","date_count","time_of_fetching","header","content","image","video","likes","num_comments","num_shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02S5GEifMwAtiynhg2yHCuEZHtbq4zNZFmhMiHxR1WzbfdZZFouxkqfq2bS2KnLXoYl&id=100075537623150&__cft__[0]=AZVcNZwa1B3KeGBYxH6too0KpxwknBE1csJleHKaWUVjhqyCcbGEsV-gmptEr_Oq2i0tWJAhn_vyceCC-X8mMyluB_eXyL9YeT_lTjEBrKsZek6D9qMgthk0Suu3Fb0VgywBLZfp_MFylw-r5CBeu-WXOPFUF3sqYhS0TpY5pkct92WxTF5wvUqn99YaewuPBeeRL-2OcJ6okAxo3ANYmIOP&__tn__=%2CO%2CP-R","2024-01-22","16","2024-05-02 21:06:41.265573","Balneari al fianco degli agricoltori!","","https://scontent-mxp2-1.xx.fbcdn.net/v/t39.30808-6/421634664_392034973324420_5730748680775800742_n.jpg?stp=dst-jpg_p180x540&_nc_cat=100&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=RJnK8eNYAGAQ7kNvgHFvnmA&_nc_ht=scontent-mxp2-1.xx&oh=00_AfDyZuTXdfYdCJB2p_s0SYbCCOZtHSvXodQPv6YT-6HeEQ&oe=66399BAA","","1.2K","68 comments","288 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid031xPauU4aFi6eLqPJydNPSqpz8JoXyT6VXpLw3daZccy7zsgU9K45bJqCREDospBcl&id=100075537623150&__cft__[0]=AZWrFcC567qWO-tLS2w6Tuir3yJDp0MykBWD3UfXgdoSVT0TB9tRdG6REv5xhgER35gTeUqfu8jGxAY0FKFDMqP5NQPUIzsZAaGUI25FJmyqKJ72NNbtXWD2vmRnebjOeq6otKhu4IvblIPL2_e6JGKxv235-pvpAr5Ld7YwnVJQFYONd0Tr9T1fFQcek4hEfvb76tVSAil_Pxl84ldyuo7N&__tn__=%2CO%2CP-R","2024-01-22","17","2024-05-02 21:07:57.000391","Noci Puglia.. Presidioche si sta formando","","https://scontent-mxp2-1.xx.fbcdn.net/v/t39.30808-6/421621960_392026666658584_646633402533467991_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hmAFn2IZPvkQ7kNvgHEElyJ&_nc_ht=scontent-mxp2-1.xx&oh=00_AfDvlew3gMrnfTps7HElxVZUnUrR2lrjoWjpG0gFknhCiA&oe=6639A797","","49K","3.5K comments","10K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid05mS5CsoeJKq15ZTce5cnYbSMwcmkeCsk7EYeXedtmTGLXd1MzoTW6rVrUqk18kL2l&id=100075537623150&__cft__[0]=AZWIXI7OfAQ12M-buaFJ7TT8aWSRt4S8HySHCmtHhc-RVamEGL_W3YakLmA1r6ZwhnSaNDOcTlDZ-GJlSuErGPuwPYPUQMhyCsZhUsOP-uGvJ3MgqhAqO7ANmrMIUvKR9Ltqwn_Zc-0BDXcOtPQRsJ4mavbE4svALYRvy1aKZbkK4zIIqpJXxlK4ISW0LQFqgEiwrS7uwDsEQ8ZBOAZbrTaZ&__tn__=%2CO%2CP-R","2024-01-22","18","2024-05-02 21:15:45.631847","Frosinone ora.. Si stanno formando i presidi","","https://scontent-mxp2-1.xx.fbcdn.net/v/t39.30808-6/421643362_392024043325513_6068792252314193909_n.jpg?stp=dst-jpg_p180x540&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GodhZ00i6LIQ7kNvgH4K8Mf&_nc_ht=scontent-mxp2-1.xx&oh=00_AfCIzmTPnelcRDcPAvVzAD-dINcGL-zolTeFkIOcdDLfRw&oe=6639BA98","","4.1K","289 comments","891 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0cnT9afCBAnX8s1hcP6UfnBtAJ5Tn3cE7X6EQ6K4vGKj8SegpULek5hgPGzmRt3DQl&id=100075537623150&__cft__[0]=AZWXH-PJJosq5gxBvclMsRcrjNpxPAQx3HXwQZqOMDVFAL6i9V8y1QlLhNhs7LAI0K4kY1CjhXxnxqrmlkU-7dvWK6O9aUUp8ii__euC6HFhEKMt1pI1HrqNC3YOgGYRhWV5xw6wUNzCOHUiA2iMQdugHq2esYJ7i1LcfNywSgrNDnLC-ZpLAEagJsAZtGFUOokfhf_bHYN_pj_2pG9ohtnH&__tn__=%2CO%2CP-R","2024-01-22","19","2024-05-02 21:18:30.148496","Reggio Emilia, i presidi si stanno formando","","https://scontent-mxp1-1.xx.fbcdn.net/v/t39.30808-6/421634806_391988113329106_2779704762932982696_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=90dZow6IKsYQ7kNvgFFu2NM&_nc_ht=scontent-mxp1-1.xx&oh=00_AfC7PAid_YsyVVyQ7FhqiZiR6U8aCzA_-8V2GGqq2WGr2w&oe=6639B458","","17K","854 comments","3.3K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02bxj3psUW3CagaoqNDBvWvsVnsQLv1infNBJVmxw8YDr9ZvZ2NrDjzRNPo1ZJg84Hl&id=100075537623150&__cft__[0]=AZV1yItxKgxrXNjw_Nko8xqVaZWH13TczlTU8vuFbdU6c4DZ773Jx8mNJh4n85snbB68uriWStXvnd4vRi01hvEhL0J7LqibtJQ7MTOM2ktqVOZWjuaUBacmhb_FGEH0zRb2sHYN7PjfiDMfTLpKTAct9EHQL50dX9WH5EWbV_DALwHd9nkT7s8rR1RnBuGTwNJhyKh9lO5_01ThItxrZ8tX&__tn__=%2CO%2CP-R","2024-01-22","20","2024-05-02 21:21:55.219978","Pescara, i trattori stanno cominciando ad arrivare","","https://scontent-mxp1-1.xx.fbcdn.net/v/t39.30808-6/420114468_391987783329139_3228104218227984583_n.jpg?_nc_cat=102&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=pbO0MkotW3sQ7kNvgGN35GD&_nc_ht=scontent-mxp1-1.xx&oh=00_AfDyqqMEITs9ZAsD5Noz-3XQNNaAk5p01bk05V6tW-wN6A&oe=6639A8CE","","36K","2.7K comments","8.8K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid05fY2Xw3pAUL4uaYPzYGNN2WY3etV8V6eRwMwsMY8YXf5g7xVUPACQkK3hy5EwcwGl&id=100075537623150&__cft__[0]=AZU1cpP3I5CbMjSsRJ6F-NnUL9eWSGipYe_BrmTjvq1BLtocHffDhTQ8slKFbExuV5AukHLb6DKKlElmQYSgV5qMfltd_Gra5RiEzCkyUxIGfw2qYb609D3Fv_uy5zap729VOzjckuYb-zJlWKeQv9r-NljoYC4sj1ptRonDu4GlbZueTX3EXz0O73BT1_wkS4V33F5dUlfUx7qwz5IKLY56&__tn__=%2CO%2CP-R","2024-01-22","21","2024-05-02 21:26:06.318015","Ora o mai più!!","","https://scontent-mxp1-1.xx.fbcdn.net/v/t39.30808-6/420073899_391966813331236_2874897059158910912_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WsmwIbFLC_cQ7kNvgE1Dl0L&_nc_ht=scontent-mxp1-1.xx&oh=00_AfAshMhn0nceenQERGe-1mcSxdI4MbA0mh6UX0jkhEO39w&oe=6639BB2D","","1.6K","37 comments","414 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0o8tUoh5yWKS8MFQGnX998Husa9xEb3jrQxYWbybcBGDe7NwTXg5WsUGAgMD92apBl&id=100075537623150&__cft__[0]=AZXh0rPsX3j9czSS0OFnZpppVVSLMPH-t3ryTaNW84higR2mtULq5GzIbHk75e-ar-noRjUbJmPAX6T8G6t9Vs0U8jX_HHQK4k2GqVuqzFA0GO-BUKmhW-ZXpI8RGzAa2vDknAh2aymrc7nhftnIISCER9t1Fs24DVL9MI6fPup2q-0bbwWCtU5ivfbDR4E_cjO8GJBGauJJRJKkQncbcaRa&__tn__=%2CO%2CP-R","2024-01-22","22","2024-05-02 21:26:29.874349","CODICE ETICO.","","","blob:https://www.facebook.com/7197acff-7678-4fba-aa19-a2a2ec3693d2","938","103 comments","754 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid021LF2fc9LPvZHXyeUbLbnDCKhrxpS1xGQmgBfLWbEtMoVAWP2o2WT9CmVQ5aUYsBgl&id=100075537623150&__cft__[0]=AZUrNWvsuISllH8jPfM1G0_eiE5Lo_z--dAxZOmUtWny9G5U8wq1euTMTUJ43fRCWCmgBoIS95SDE7JGXXKdAR1j6zosupIpZGLrOHet8mxm7-9L1OhN9Nhim3WED0qb4-E-aoUjoie73K6dHhSvzBEXEiQUDJMWXW_SOOjVZRWAn3xhG7NBFVT7BmBioP3j3xVdKI3BwZbUpEEyebHtODfz&__tn__=%2CO%2CP-R","2024-01-22","23","2024-05-02 21:29:04.815817","","È iniziata la mobilitazione nazionale. CHE DIO CI BENEDICA!!","","","1.4K","81 comments","150 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02W6Y4PZUYAfJyBgjhBWWN8kesrCv12tZ56yZQZTnDNKzxEkG65qiyt8JTy9ua5CsAl&id=100075537623150&__cft__[0]=AZUVuzMKJNa5HhK-x8MMQVAMYyVy2V1kMx2J50XrlLZHv435CxT053mwQMKjBQbdv_Mv30c6XgsUCeCaXzD_mdKrPyZhfdZ3ehY9cOizgrNtkaUa3iQ2xsmpYZBNOWH3POD9Is97-GIl-ucsQ-47doYuFjW1Zg7WmWjz3UlNmKvtvEjkTkQr6mmC1FX_Xy7NyDT0JkmfkoPrVgQ0-lbf8UOt&__tn__=%2CO%2CP-R","2024-01-21","1","2024-05-03 10:34:48.482911","Valsamoggia c'è!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420650298_391694256691825_7315834016428306918_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=XFvOt_FbdzAQ7kNvgHjjhzd&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBg2YxpWGRYmdtkro_ROlUFz_Eck9gS5XThZr8P7ClJ4w&oe=663A8E5C","","10K","344 comments","2.3K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02TaJcFRXQvLHQEpDB4gw2zt8Wv5nFhW4Kn693RtsAuKSeLCyMj9KpqTrawTcx5uNSl&id=100075537623150&__cft__[0]=AZXWDw5TNBNXvbZo-M7aOZ2d2N83kA2KZhYwP3WT2IcMs05t7bSAHydf6VFJl1ylOAk9ud6sjKWOvqO7QGU-lW2kruB8ALNDvWnJL8eyBOiYbTGVeZ431ZI_WO3OMjx5bQGuNsnSOcBAXOKrKm7UFTJdirzO06kCXFEOCroA0DOkj2Mp-aXkMCUfwHEDrlcbUo4g3oSz8gf0GsKP4tEKHCij&__tn__=%2CO%2CP-R","2024-01-21","2","2024-05-03 10:36:25.569054","Alcuni mezzi che saranno presenti al presidio di Latina..","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420651391_391683723359545_448676907034369801_n.jpg?stp=dst-jpg_p180x540&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=U43c_zGXH04Q7kNvgEwQUAm&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfDqSNYduHE4Tu8YmHoSCzZBo2igJyKd6_SKeyRDH1BHAQ&oe=663A8980","","14K","814 comments","2K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0kYWL7rTQynTfih1RWodUkh2mYR18Fu4v4WCDg9xwYaBiFoMu5n8Mj8QmbwLBGyvjl&id=100075537623150&__cft__[0]=AZV7xwa6gGiROqKxCgLqePfP1xq_YKzCx00w4p80OMx3XJVwQBloH3UsdZSCcPdweHDjFJ8YykBA4iHjlYGq-n0L2wx7SU794QrK9-GNRiLtC-5-dQ_Mtyb-y9qHThtNj_NNGdAClg1CJgv4JWNdV6jARyVXo5Vjzu3DsKaUC5SGThC61WVFFdnQwibA13TLnHDMx7pYoN9_YZgzv3KPy8r1&__tn__=%2CO%2CP-R","2024-01-21","3","2024-05-03 10:41:43.392525","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/421640795_391609450033639_8194129096201885446_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=XzIYVnx0xnAQ7kNvgGu3QJk&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAP0gKA7OBV8aGkh6G__Uy0Bky1KZJFAOcr2yq3CGl-lQ&oe=663A5910","","1.4K","64 comments","497 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02jizu8UFHhvM3f4joQRzbWF2yBqvmf3qA3EMn9TFiRYxQwB5isJuN7MoNbxuxtgeol&id=100075537623150&__cft__[0]=AZW20WJfBDPQZLiWtSed5rXG55MLwG44GFpoVidV50TtPrNhKg62Q9YedeCdl5u5xIuumgEF6fDw_GI0XpZFBXfeyybdX65AoAZbg1MInaJ98OiAtWMiVWzXOz5T5iwiOsLJ74efz7VZyLMSA0RlUKnW7RpfrlncbOdq6iiSipbTSw_i9DYplngl9f-WdloWjLAHuBgF9VtWYqoU2ZSQRCya&__tn__=%2CO%2CP-R","2024-01-21","4","2024-05-03 10:42:33.215028","Torino c'è!! Domani si comincia","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/421644189_391586200035964_4756792346800915992_n.jpg?stp=dst-jpg_p180x540&_nc_cat=101&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GEvM-gjd810Q7kNvgGhY_f3&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAnvL5QOJ9L1cwtOJE7eAln4Dz46C5GyXKXGjl9PgARnw&oe=663A5991","","2.3K","84 comments","341 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02KNatkbu8weeWxu837DdeSL54C8E4pq6Uu8Lwy6ffDTqz14sBw3hh1ojMWe6fD2AYl&id=100075537623150&__cft__[0]=AZWdtg7Nyenz8P-BNmxHRSX1UMb5LJ49I3_5-upqjEbjZXVsyvRA_TQTNKTvDckNejAt_qkO5EFOCPXoS6VYtsEiow08GV97YRnZU6jDDKdLEjZXhKTn5FKwcegfvEHrhp6dnTV1YJ9LVzg-Levkcy5ICMBF9HhVkBQnYCVXx5lkKfoZqyyTG8eugQvbtDDckM9De34ZuudZd4fHvSei3wLc&__tn__=%2CO%2CP-R","2024-01-21","5","2024-05-03 10:43:27.948328","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/421071980_391580320036552_6142662910081947414_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=B-sInHjhkUQQ7kNvgHBBfGR&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBuVkMkWKXbHKYegWEfK9w-9NZW1e2Mn3K2VrhwAhX6Dw&oe=663A84B0","","6.1K","249 comments","1.5K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02NnFkCCL7TA46ZxUyhgVEyHchxtBpD5L2y72HQZbmH7cNmqaTLGjxMiBSCU8CtW2rl&id=100075537623150&__cft__[0]=AZV81_N5MM9my3uCm3wAq0Al78hvWb6nPproMVgHMgihAAAZXIR5GesfR6sYpJ_E8cOFO5Z-pb5NapBioFOIEIKJMHQIlpb2W9rU4f8wfW8zLVVNYO-NvKjqonD4OlQQOfW0OOfnK6KqAtmba8n_FYuoTdWPc5-yRK3RxFmRKCyNhvke3ZCEn-3fazYJ56vjA9z0hQlhC-V0KfvbouI-W4FZ&__tn__=%2CO%2CP-R","2024-01-21","6","2024-05-03 10:44:24.166524","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/421344989_391557323372185_3372360038973641004_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=KXytUry1DKYQ7kNvgFZmUC0&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCZOYeNm2iL7ISoGlezWKxsOGazhROigv9jbeVnKM8kdw&oe=663A89B6","","598","41 comments","225 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0kvcedcZe5Kr2Gt7TVwgfxBW6edQrFJDUsAjCHM1CoZvggmSjQGU7vjyFoP2HqFxl&id=100075537623150&__cft__[0]=AZV18Mh-gcYZ6gL6b6yOsb7g-f0YrSWubJBGstSf2KrnWbHhkDnOjH1Cat_rnwCJM4uvl1b00INPJFVpbfrAuGXwJSOd8i4iMoHDXacZA0Z1TJtseeq2hjvQlhHTQzdLla4hc3q5gUmvGZsmmien5zyewIwtXoo73IsF8-cAFNmRZ5WVnDF7B9JlteYHqAWCJpyybtg0Wwzm_brEJ7Wf22dz&__tn__=%2CO%2CP-R","2024-01-21","7","2024-05-03 10:44:59.736736","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420677407_391544760040108_6141879320245996838_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=lYIwBYOeRnQQ7kNvgHUflFe&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfC3YjnQEHmFqzYTEYYwH4FuCUBugXo0oRmi5D-6oHazSw&oe=663A61B3","","325","5 comments","63 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02CKV1LB2HRw7K1KMAHJGadUwhrHYiTkWhKUr6yDDAfdvoHHxtGL1yjchCBez33SyJl&id=100075537623150&__cft__[0]=AZWEt-6Vaa6GAHoFGTkmP3aUCv2ow1L1Fm3XVoLGTxPhCaNBNLgiqyK7azSWs36CxmsUw-XNHCf4ClsflKNvOIMKWI6JDu6vxvINovA6SFH1DjRnZY_gmdlpPxl_-WDcMfaSAyqzgnjE2T_vkk1taNLGOUEmGg3k6Acn6mL5Jkm2ADDjrn-HJfRIaWjPoIf6sWtk_LrLuQhmxphAlBmi0TiZ&__tn__=%2CO%2CP-R","2024-01-21","8","2024-05-03 10:45:11.394669","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420233617_391544603373457_5135160026656317265_n.jpg?stp=dst-jpg_s720x720&_nc_cat=105&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=oh7VJcfH7J0Q7kNvgHzvZTN&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAzipl8Rqmd-DWQywrij0matT8Sx94hZhnVf1qyhvJpfA&oe=663A6400","https://video.fmxp5-1.fna.fbcdn.net/v/t42.1790-2/420829250_905355174230323_202246559483236204_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjMwMCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIiwidmlkZW9faWQiOjEzNTk2NzU0MDEzNzg5MjJ9&_nc_ohc=h9ox1MrjO_sQ7kNvgGfET8H&rl=300&vabr=153&_nc_ht=video.fmxp5-1.fna&oh=00_AfBqJSZF3WuGzsZMfirHg0jSPpi92LrLKpPKALyhdtvymQ&oe=663A8E30","248","1 comment","59 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0s9HgHSSakiHe7KGKpgm4sYscMU8MBxGKpNb2mDRncPpxesqc6XauabywXgwUJ9Tpl&id=100075537623150&__cft__[0]=AZXA5AuC2IqEzl4yYSlqdqto20lj3kiPMXcf4JM5d8pPqTurfQ3HXweO0KVD5xYgyUKi0adGhf67Qczqd4CyhshH2mIadcX-71W2o5BDvMHlJdWwFgalbh7CAQLkdKx06OKjhfeqFXHFJ4Kt5GQdbuJAO7nD6dZci5nVukbHB_EiNCAT96Jt6e9aSzYlYSDCb9cFzbLDEKTmnSdcxyDvUSt_&__tn__=%2CO%2CP-R","2024-01-21","9","2024-05-03 10:45:22.239273","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420648779_391544383373479_7186533336517884140_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=D0Vc5vVU6iMQ7kNvgFarLte&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfAsH_dYe3kZQLh92qmLj-Kb19K0vOhx9M_9UvdbfLMaBA&oe=663A8C2D","","230","8 comments","41 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02fstA4RKj3i2zVLE5fKTCVq8odsYyK7WFmeAPss6N14nV1FSoWQcAq7uAcXKbfYfkl&id=100075537623150&__cft__[0]=AZXYKAr9ALk-Eo3gK5gZWI2naHl5MKLnjhh8inAlit6LZdRPxbt5YnYaAabRUL-RGnp9_SPDccGVmDLvSsOMxZ03_Iulg1nz-0LK62mNYQ_BOycK4-xXmwlLO0oMqcqDLKNdVB225fli9xd5KYt4ISnPAA_nNUpJn4obN7-9V2dxhMGeaNH7OAet5c27lvpqJ-WeBAWpZW3F0aPZKUooIkuD&__tn__=%2CO%2CP-R","2024-01-21","10","2024-05-03 10:45:41.097893","","Attenzione alle ore 11: 15 faremo una diretta informativa sulla mobilitazione nazionale","","","263","16 comments","48 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0WHgCuTMiJ3umPzdVYpLauMLoP9yLhHWsdcbcqb4dL493x4FAvnrXULmrccHQpehGl&id=100075537623150&__cft__[0]=AZU_RqSx2VcMbKp_LrR5bqdShCVMLu4gVJS4basjTcsHiEu3NCQj_SSC1zcIsvzn0MrP7DNWrGx0J_coqBMq9m_BN2LT4iB-UuZ8jTfE1NX2n7RnSJ2rbBk3hK5EIvmVL-gAjW8eHb6LNBTKl5ldFXDa_gdFsmRwtfuAcj6QbLRioh8XNy4MW-IKiBARStR8cKGFq8VKBbZvMqACq0RWy5k3&__tn__=%2CO%2CP-R","2024-01-21","11","2024-05-03 10:45:52.959885","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420646950_391388433389074_576978387486083878_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=V4lYsvi8Sb8Q7kNvgESXKTG&_nc_oc=AdiJBU4LyN2s_RImr60YniciKSAxS8WWCPhgFzWgqEqsTvSfOwTcitDXcCszEsijNv0&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfCtm1DSRClJyWkfYhYO2sUAvgQR3JZBhg21wIRJdi0EhA&oe=663A7A46","","1.1K","93 comments","220 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid0rtmCwFRTSba2wRAVyTKUnftvQMTj9MeToyYYRnAcfX1r15bqyFXhLZ6yRGMQdwPjl&id=100075537623150&__cft__[0]=AZWpJSU0c4Pe3D-F3v1SYfGjZkoxMHYh2lhzi0NG1yenrpEzpDdOptzyU9seJSxpIN0eRgf-3HZpQFOdwY7w3iSDuD7NXp1uU5rIIkpZ_CmjSjHKIxm3VJXP7wbOP8Zhjdl6_1_9ZcwWulNRd6hZkXJFjJbXT8PrTyY_M5cwCakEWJ_6f63bLv9dMZRCCKhRg0tswL3A7a_u-Wab560OGBbt&__tn__=%2CO%2CP-R","2024-01-21","12","2024-05-03 10:47:15.334229","","-1un Giorno... W gli Agricoltori Italiani.. E che Dio ci Benedica!!","","","3.6K","222 comments","340 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02qGBjxWvU3P83j1Wc8LaeCBskZnDcTX9fPY4dnme4t1WTBmnF5jcjSdsgrrCHk3BZl&id=100075537623150&__cft__[0]=AZWcOnD02JPXjNZMxgK2luYyJSkCsr0zXL22lA9s8F9fBredsUAoX9eRLqGrZUgCZwfnQSyD55ZrnuC36O_6spv6aC0gOh456XTjmbpNXiu9SKK5UvQZsgdbZX9SBsi1lem8FqLbVsUz_oEYuDVUMF_xclNI4ZXZeDdwBE2Ap4neRNwVkK-87In6frWQReqlFhjNfKKeJMSe8OtaDE8DVG6J&__tn__=%2CO%2CP-R","2024-01-20","1","2024-05-03 10:49:30.053401","","Ti pago per non lavorare la terra, ma se invece provi a lavorare, ti invento l'irpef e ti faccio fallire.","","","3.5K","381 comments","1.1K shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid09Dj293GWcEtZNAxQNLLmr8ucXDYG3vV9sWCwo6DwQ5V8bJAVpy2BBBE25daMRMKDl&id=100075537623150&__cft__[0]=AZUNFTTRIhMv7nXfMoCyza9xu4FDrhQdi6e0Wo0pzyzKuz-ay5liIGG-EIV1m-85ljGZtmdUVi2xZ2gKCKB_3Hnyk17E03Cy0yt_a8aXysXbOAdOTFcyXUrqezGzr-fHZ5XGzTDdz5OzfbUbaSQN7qDlCeD7cpYiKZ9V_8BkVftxxzEIW9xbZ0-yJlx38YeItZyTamfLSPdVS2roDMkFIrVc&__tn__=%2CO%2CP-R","2024-01-20","2","2024-05-03 10:54:12.690358","Siamo pronti!!","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420243062_391100603417857_4544791318943670262_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=mePnoQ82oP0Q7kNvgF78Cfg&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfBl2Il4LN66Mk_dOwnFyvTj0IqO5ysxOlZc6j8n-0A68A&oe=663A7906","","2.6K","213 comments","203 shares"
"https://www.facebook.com/permalink.php?story_fbid=pfbid02Xn4Wfn6P3VnWMqtRwTKgz4M7JUcP31z7dUpBMx6dyW5dsqA8S1UfZCF16hpCE7i5l&id=100075537623150&__cft__[0]=AZVRVCtJgMINB0H5PITORDL_CP0Jj__IysG1Vw8ZQL2MHIFL0zHGCTHBpybJTn4lvxUpsego5D9FScdCK1XDKaxb6R9fTU8oUpoxtuiT8aPib91_TmHTpcfjACtfHcH2xd4naJHJ2Hw0etQijSTyXoOZOaHkGPVMWj-mAok5g4CN1A23-wdYG7Xk6iRwpfLqVvlUEKxPS6Ht6ODq7YnP5Dmb&__tn__=%2CO%2CP-R","2024-01-20","3","2024-05-03 10:55:42.967693","","","https://scontent.fmxp5-1.fna.fbcdn.net/v/t39.30808-6/420639189_391000670094517_3328470697019588779_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&_nc_cb=99be929b-ddd1f5c1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3bChUkek5scQ7kNvgFWDg-R&_nc_ht=scontent.fmxp5-1.fna&oh=00_AfA_1od_LlPzramLMuwtPq1IEshQgCHn9vIXgZ4YCWWuMg&oe=663A7389","","725","71 comments","306 shares"
