Year,Member State,Region,Economic Size,Arable land (ha),Economic size N,Total Utilised Agricultural Area (ha)
2008,(IT) Italy,(311) Puglia,(5) 100 000  < 500 000 EUR,44.49,205.6,70.44
2009,(IT) Italy,(221) Valle d'Aosta,(2) 8 000  < 25 000 EUR,4.69,17.5,8.75
2009,(IT) Italy,(221) Valle d'Aosta,(3) 25 000  < 50 000 EUR,7.16,36.8,19.34
2009,(IT) Italy,(221) Valle d'Aosta,(4) 50 000  < 100 000 EUR,9.68,74.0,56.78
2009,(IT) Italy,(221) Valle d'Aosta,(5) 100 000  < 500 000 EUR,11.9,142.1,216.73
2009,(IT) Italy,(222) Piemonte,(1) 2 000  < 8 000 EUR,4.26,6.1,4.9
2009,(IT) Italy,(222) Piemonte,(2) 8 000  < 25 000 EUR,5.66,17.4,7.47
2009,(IT) Italy,(222) Piemonte,(3) 25 000  < 50 000 EUR,11.49,37.5,14.22
2009,(IT) Italy,(222) Piemonte,(4) 50 000  < 100 000 EUR,20.75,72.9,23.94
2009,(IT) Italy,(222) Piemonte,(5) 100 000  < 500 000 EUR,46.76,206.9,59.01
2009,(IT) Italy,(222) Piemonte,(6) >= 500 000 EUR,105.47,1019.4,117.1
2009,(IT) Italy,(241) Trentino,(2) 8 000  < 25 000 EUR,0.65,17.6,1.76
2009,(IT) Italy,(241) Trentino,(3) 25 000  < 50 000 EUR,1.38,36.8,3.85
2009,(IT) Italy,(241) Trentino,(4) 50 000  < 100 000 EUR,4.57,74.2,9.78
2009,(IT) Italy,(241) Trentino,(5) 100 000  < 500 000 EUR,18.41,175.6,34.6
2009,(IT) Italy,(243) Veneto,(1) 2 000  < 8 000 EUR,5.71,6.7,5.82
2009,(IT) Italy,(243) Veneto,(2) 8 000  < 25 000 EUR,6.18,15.9,6.86
2009,(IT) Italy,(243) Veneto,(3) 25 000  < 50 000 EUR,9.1,35.9,10.54
2009,(IT) Italy,(243) Veneto,(4) 50 000  < 100 000 EUR,13.44,72.4,16.0
2009,(IT) Italy,(243) Veneto,(5) 100 000  < 500 000 EUR,28.37,227.3,35.73
2009,(IT) Italy,(243) Veneto,(6) >= 500 000 EUR,79.64,1349.6,94.86
2009,(IT) Italy,(242) Alto Adige,(2) 8 000  < 25 000 EUR,5.07,19.6,5.69
2009,(IT) Italy,(242) Alto Adige,(3) 25 000  < 50 000 EUR,5.06,36.5,6.64
2009,(IT) Italy,(242) Alto Adige,(4) 50 000  < 100 000 EUR,7.4,69.8,10.77
2009,(IT) Italy,(242) Alto Adige,(5) 100 000  < 500 000 EUR,9.8,159.3,16.22
2009,(IT) Italy,(230) Lombardia,(2) 8 000  < 25 000 EUR,6.73,18.3,7.16
2009,(IT) Italy,(230) Lombardia,(3) 25 000  < 50 000 EUR,11.19,35.8,11.97
2009,(IT) Italy,(230) Lombardia,(4) 50 000  < 100 000 EUR,21.39,72.2,24.77
2009,(IT) Italy,(230) Lombardia,(5) 100 000  < 500 000 EUR,34.48,217.1,42.14
2009,(IT) Italy,(230) Lombardia,(6) >= 500 000 EUR,76.86,1628.8,78.4
2009,(IT) Italy,(260) EmiliaRomagna,(1) 2 000  < 8 000 EUR,5.33,6.300000000000002,5.38
2009,(IT) Italy,(260) Emilia-Romagna,(2) 8 000  < 25 000 EUR,7.95,16.4,8.56
2009,(IT) Italy,(260) Emilia-Romagna,(3) 25 000  < 50 000 EUR,12.18,36.8,13.97
2009,(IT) Italy,(260) Emilia-Romagna,(4) 50 000  < 100 000 EUR,17.75,72.9,21.01
2009,(IT) Italy,(260) Emilia-Romagna,(5) 100 000  < 500 000 EUR,31.51,208.4,38.1
2009,(IT) Italy,(260) Emilia-Romagna,(6) >= 500 000 EUR,139.78,1602.0,151.0
2009,(IT) Italy,(270) Toscana,(1) 2 000  < 8 000 EUR,5.02,6.5,7.32
2009,(IT) Italy,(270) Toscana,(2) 8 000  < 25 000 EUR,11.71,16.4,14.86
2009,(IT) Italy,(270) Toscana,(3) 25 000  < 50 000 EUR,14.9,38.2,19.37
2009,(IT) Italy,(270) Toscana,(4) 50 000  < 100 000 EUR,24.46,75.2,29.68
2009,(IT) Italy,(270) Toscana,(5) 100 000  < 500 000 EUR,54.4,225.9,67.43
2009,(IT) Italy,(270) Toscana,(6) >= 500 000 EUR,72.79,1053.5,118.77
2009,(IT) Italy,(244) FriuliVenezia Giulia,(1) 2 000  < 8 000 EUR,5.99,6.4,6.05
2009,(IT) Italy,(244) Friuli-Venezia Giulia,(2) 8 000  < 25 000 EUR,9.51,16.0,9.950000000000001
2009,(IT) Italy,(244) Friuli-Venezia Giulia,(3) 25 000  < 50 000 EUR,14.25,35.0,15.49
2009,(IT) Italy,(244) Friuli-Venezia Giulia,(4) 50 000  < 100 000 EUR,24.1,71.5,26.16
2009,(IT) Italy,(244) Friuli-Venezia Giulia,(5) 100 000  < 500 000 EUR,35.56,217.6,42.69
2009,(IT) Italy,(244) Friuli-Venezia Giulia,(6) >= 500 000 EUR,48.76,1528.3,69.05
2009,(IT) Italy,(250) Liguria,(1) 2 000  < 8 000 EUR,2.18,6.5,3.47
2009,(IT) Italy,(250) Liguria,(2) 8 000  < 25 000 EUR,1.58,15.1,2.52
2009,(IT) Italy,(250) Liguria,(3) 25 000  < 50 000 EUR,2.05,36.8,2.66
2009,(IT) Italy,(250) Liguria,(4) 50 000  < 100 000 EUR,3.19,72.0,3.7
2009,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,9.05,161.3,9.55
2009,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,5.03,6.6,6.49
2009,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,9.09,15.5,11.68
2009,(IT) Italy,(282) Umbria,(3) 25 000  < 50 000 EUR,19.0,36.1,24.91
2009,(IT) Italy,(282) Umbria,(4) 50 000  < 100 000 EUR,33.48,70.3,39.72
2009,(IT) Italy,(282) Umbria,(5) 100 000  < 500 000 EUR,60.0,214.0,68.82000000000001
2009,(IT) Italy,(282) Umbria,(6) >= 500 000 EUR,96.48,1920.9,114.41
2009,(IT) Italy,(291) Lazio,(2) 8 000  < 25 000 EUR,4.54,15.0,6.84
2009,(IT) Italy,(291) Lazio,(3) 25 000  < 50 000 EUR,8.96,37.9,11.83
2009,(IT) Italy,(291) Lazio,(4) 50 000  < 100 000 EUR,14.75,71.5,22.96
2009,(IT) Italy,(291) Lazio,(5) 100 000  < 500 000 EUR,44.67,217.8,59.42
2009,(IT) Italy,(291) Lazio,(6) >= 500 000 EUR,63.15,794.1,86.12
2009,(IT) Italy,(281) Marche,(1) 2 000  < 8 000 EUR,5.47,6.300000000000002,5.92
2009,(IT) Italy,(281) Marche,(2) 8 000  < 25 000 EUR,11.02,15.8,11.74
2009,(IT) Italy,(281) Marche,(3) 25 000  < 50 000 EUR,21.04,35.5,22.51
2009,(IT) Italy,(281) Marche,(4) 50 000  < 100 000 EUR,29.65,67.5,32.23
2009,(IT) Italy,(281) Marche,(5) 100 000  < 500 000 EUR,51.43,192.9,58.9
2009,(IT) Italy,(281) Marche,(6) >= 500 000 EUR,82.41,1343.8,96.84
2009,(IT) Italy,(302) Campania,(1) 2 000  < 8 000 EUR,1.97,5.800000000000002,3.79
2009,(IT) Italy,(302) Campania,(2) 8 000  < 25 000 EUR,3.38,15.9,6.12
2009,(IT) Italy,(302) Campania,(3) 25 000  < 50 000 EUR,6.69,36.0,11.86
2009,(IT) Italy,(302) Campania,(4) 50 000  < 100 000 EUR,9.48,72.10000000000001,16.1
2009,(IT) Italy,(302) Campania,(5) 100 000  < 500 000 EUR,16.63,209.4,28.43
2009,(IT) Italy,(302) Campania,(6) >= 500 000 EUR,23.33,2052.8,77.72
2009,(IT) Italy,(303) Calabria,(2) 8 000  < 25 000 EUR,1.82,16.5,4.67
2009,(IT) Italy,(303) Calabria,(3) 25 000  < 50 000 EUR,5.28,36.1,10.23
2009,(IT) Italy,(303) Calabria,(4) 50 000  < 100 000 EUR,8.63,70.3,28.59
2009,(IT) Italy,(303) Calabria,(5) 100 000  < 500 000 EUR,17.93,155.4,41.24
2009,(IT) Italy,(301) Molise,(1) 2 000  < 8 000 EUR,6.08,5.9,7.37
2009,(IT) Italy,(301) Molise,(2) 8 000  < 25 000 EUR,15.5,16.5,16.99
2009,(IT) Italy,(301) Molise,(3) 25 000  < 50 000 EUR,31.41,34.9,36.0
2009,(IT) Italy,(301) Molise,(4) 50 000  < 100 000 EUR,41.7,71.60000000000001,46.82
2009,(IT) Italy,(301) Molise,(5) 100 000  < 500 000 EUR,45.33,203.5,54.21
2009,(IT) Italy,(301) Molise,(6) >= 500 000 EUR,24.64,1977.1,28.09
2009,(IT) Italy,(292) Abruzzo,(2) 8 000  < 25 000 EUR,5.06,16.9,6.95
2009,(IT) Italy,(292) Abruzzo,(3) 25 000  < 50 000 EUR,5.38,35.6,9.1
2009,(IT) Italy,(292) Abruzzo,(4) 50 000  < 100 000 EUR,10.5,71.5,20.62
2009,(IT) Italy,(292) Abruzzo,(5) 100 000  < 500 000 EUR,31.77,198.8,43.28
2009,(IT) Italy,(320) Sicilia,(1) 2 000  < 8 000 EUR,3.27,6.5,5.61
2009,(IT) Italy,(320) Sicilia,(2) 8 000  < 25 000 EUR,4.06,16.6,7.37
2009,(IT) Italy,(320) Sicilia,(3) 25 000  < 50 000 EUR,6.54,35.6,13.03
2009,(IT) Italy,(320) Sicilia,(4) 50 000  < 100 000 EUR,11.77,73.0,25.17
2009,(IT) Italy,(320) Sicilia,(5) 100 000  < 500 000 EUR,32.37,203.4,53.34
2009,(IT) Italy,(320) Sicilia,(6) >= 500 000 EUR,61.49,1000.5,111.52
2009,(IT) Italy,(312) Basilicata,(1) 2 000  < 8 000 EUR,9.540000000000001,6.4,11.53
2009,(IT) Italy,(312) Basilicata,(2) 8 000  < 25 000 EUR,16.92,15.7,22.16
2009,(IT) Italy,(312) Basilicata,(3) 25 000  < 50 000 EUR,25.23,34.3,34.54
2009,(IT) Italy,(312) Basilicata,(4) 50 000  < 100 000 EUR,42.7,70.9,61.16
2009,(IT) Italy,(312) Basilicata,(5) 100 000  < 500 000 EUR,67.07000000000001,190.3,110.47
2009,(IT) Italy,(330) Sardegna,(1) 2 000  < 8 000 EUR,10.03,5.9,13.29
2009,(IT) Italy,(330) Sardegna,(2) 8 000  < 25 000 EUR,8.42,18.0,16.73
2009,(IT) Italy,(330) Sardegna,(3) 25 000  < 50 000 EUR,14.61,37.2,24.35
2009,(IT) Italy,(330) Sardegna,(4) 50 000  < 100 000 EUR,28.56,77.4,51.63
2009,(IT) Italy,(330) Sardegna,(5) 100 000  < 500 000 EUR,68.86,189.3,123.13
2009,(IT) Italy,(311) Puglia,(1) 2 000  < 8 000 EUR,2.06,6.4,4.38
2009,(IT) Italy,(311) Puglia,(2) 8 000  < 25 000 EUR,5.28,16.8,9.120000000000001
2009,(IT) Italy,(311) Puglia,(3) 25 000  < 50 000 EUR,9.3,36.9,16.94
2009,(IT) Italy,(311) Puglia,(4) 50 000  < 100 000 EUR,17.43,70.8,29.34
2009,(IT) Italy,(311) Puglia,(5) 100 000  < 500 000 EUR,43.18,188.9,67.84
2010,(IT) Italy,(221) Valle d'Aosta,(2) 8 000  < 25 000 EUR,3.49,15.3,5.71
2010,(IT) Italy,(221) Valle d'Aosta,(3) 25 000  < 50 000 EUR,7.12,35.1,24.35
2010,(IT) Italy,(221) Valle d'Aosta,(4) 50 000  < 100 000 EUR,10.98,78.10000000000001,96.61
2010,(IT) Italy,(221) Valle d'Aosta,(5) 100 000  < 500 000 EUR,11.97,134.0,198.23
2010,(IT) Italy,(222) Piemonte,(1) 2 000  < 8 000 EUR,3.53,6.0,4.3
2010,(IT) Italy,(222) Piemonte,(2) 8 000  < 25 000 EUR,5.65,16.7,7.31
2010,(IT) Italy,(222) Piemonte,(3) 25 000  < 50 000 EUR,10.95,36.9,12.65
2010,(IT) Italy,(222) Piemonte,(4) 50 000  < 100 000 EUR,18.89,69.7,23.97
2010,(IT) Italy,(222) Piemonte,(5) 100 000  < 500 000 EUR,50.24,207.9,60.57
2010,(IT) Italy,(222) Piemonte,(6) >= 500 000 EUR,94.66,970.7,102.04
2010,(IT) Italy,(241) Trentino,(2) 8 000  < 25 000 EUR,1.14,15.6,2.08
2010,(IT) Italy,(241) Trentino,(3) 25 000  < 50 000 EUR,1.55,36.4,3.87
2010,(IT) Italy,(241) Trentino,(4) 50 000  < 100 000 EUR,2.64,71.8,7.32
2010,(IT) Italy,(241) Trentino,(5) 100 000  < 500 000 EUR,11.09,149.5,27.32
2010,(IT) Italy,(243) Veneto,(1) 2 000  < 8 000 EUR,4.29,6.7,4.36
2010,(IT) Italy,(243) Veneto,(2) 8 000  < 25 000 EUR,5.37,15.9,6.11
2010,(IT) Italy,(243) Veneto,(3) 25 000  < 50 000 EUR,9.86,35.5,11.07
2010,(IT) Italy,(243) Veneto,(4) 50 000  < 100 000 EUR,12.68,71.0,15.4
2010,(IT) Italy,(243) Veneto,(5) 100 000  < 500 000 EUR,25.57,215.2,32.46
2010,(IT) Italy,(243) Veneto,(6) >= 500 000 EUR,68.58,1415.7,84.27
2010,(IT) Italy,(242) Alto Adige,(2) 8 000  < 25 000 EUR,4.18,16.6,4.58
2010,(IT) Italy,(242) Alto Adige,(3) 25 000  < 50 000 EUR,5.18,37.1,6.67
2010,(IT) Italy,(242) Alto Adige,(4) 50 000  < 100 000 EUR,6.52,69.5,9.9
2010,(IT) Italy,(242) Alto Adige,(5) 100 000  < 500 000 EUR,7.32,125.7,12.59
2010,(IT) Italy,(230) Lombardia,(2) 8 000  < 25 000 EUR,6.31,17.8,7.12
2010,(IT) Italy,(230) Lombardia,(3) 25 000  < 50 000 EUR,12.28,35.6,13.2
2010,(IT) Italy,(230) Lombardia,(4) 50 000  < 100 000 EUR,21.93,69.2,25.24
2010,(IT) Italy,(230) Lombardia,(5) 100 000  < 500 000 EUR,35.92,217.2,47.3
2010,(IT) Italy,(230) Lombardia,(6) >= 500 000 EUR,75.31,1445.4,76.16
2010,(IT) Italy,(260) EmiliaRomagna,(1) 2 000  < 8 000 EUR,4.68,6.1,4.91
2010,(IT) Italy,(260) Emilia-Romagna,(2) 8 000  < 25 000 EUR,7.74,15.8,8.35
2010,(IT) Italy,(260) Emilia-Romagna,(3) 25 000  < 50 000 EUR,11.39,36.7,13.17
2010,(IT) Italy,(260) Emilia-Romagna,(4) 50 000  < 100 000 EUR,19.35,73.8,22.5
2010,(IT) Italy,(260) Emilia-Romagna,(5) 100 000  < 500 000 EUR,39.11,213.6,45.47
2010,(IT) Italy,(260) Emilia-Romagna,(6) >= 500 000 EUR,101.83,1348.1,112.99
2010,(IT) Italy,(270) Toscana,(2) 8 000  < 25 000 EUR,9.05,16.8,11.52
2010,(IT) Italy,(270) Toscana,(3) 25 000  < 50 000 EUR,18.8,37.4,22.19
2010,(IT) Italy,(270) Toscana,(4) 50 000  < 100 000 EUR,25.5,73.8,29.28
2010,(IT) Italy,(270) Toscana,(5) 100 000  < 500 000 EUR,56.33,224.9,66.51
2010,(IT) Italy,(270) Toscana,(6) >= 500 000 EUR,55.95,1127.4,111.76
2010,(IT) Italy,(244) FriuliVenezia Giulia,(1) 2 000  < 8 000 EUR,5.22,6.2,5.28
2010,(IT) Italy,(244) Friuli-Venezia Giulia,(2) 8 000  < 25 000 EUR,10.09,16.3,10.49
2010,(IT) Italy,(244) Friuli-Venezia Giulia,(3) 25 000  < 50 000 EUR,14.59,36.8,15.76
2010,(IT) Italy,(244) Friuli-Venezia Giulia,(4) 50 000  < 100 000 EUR,19.71,71.3,21.99
2010,(IT) Italy,(244) Friuli-Venezia Giulia,(5) 100 000  < 500 000 EUR,30.06,211.0,36.66
2010,(IT) Italy,(244) Friuli-Venezia Giulia,(6) >= 500 000 EUR,41.04,1515.5,64.53
2010,(IT) Italy,(250) Liguria,(1) 2 000  < 8 000 EUR,1.11,6.5,2.35
2010,(IT) Italy,(250) Liguria,(2) 8 000  < 25 000 EUR,1.88,15.3,2.92
2010,(IT) Italy,(250) Liguria,(3) 25 000  < 50 000 EUR,2.15,36.3,2.73
2010,(IT) Italy,(250) Liguria,(4) 50 000  < 100 000 EUR,3.45,71.5,3.86
2010,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,6.74,171.2,7.23
2010,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,5.2,6.5,6.94
2010,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,10.07,15.8,12.79
2010,(IT) Italy,(282) Umbria,(3) 25 000  < 50 000 EUR,21.02,34.4,27.38
2010,(IT) Italy,(282) Umbria,(4) 50 000  < 100 000 EUR,33.17,73.60000000000001,39.1
2010,(IT) Italy,(282) Umbria,(5) 100 000  < 500 000 EUR,63.78,211.2,73.65
2010,(IT) Italy,(282) Umbria,(6) >= 500 000 EUR,111.32,1563.6,130.47
2010,(IT) Italy,(291) Lazio,(1) 2 000  < 8 000 EUR,2.1,6.1,3.32
2010,(IT) Italy,(291) Lazio,(2) 8 000  < 25 000 EUR,4.11,14.9,6.26
2010,(IT) Italy,(291) Lazio,(3) 25 000  < 50 000 EUR,7.7,37.5,11.26
2010,(IT) Italy,(291) Lazio,(4) 50 000  < 100 000 EUR,13.61,71.5,22.0
2010,(IT) Italy,(291) Lazio,(5) 100 000  < 500 000 EUR,39.02,209.2,56.6
2010,(IT) Italy,(291) Lazio,(6) >= 500 000 EUR,86.19,1024.8,100.21
2010,(IT) Italy,(281) Marche,(1) 2 000  < 8 000 EUR,6.74,6.300000000000002,7.2
2010,(IT) Italy,(281) Marche,(2) 8 000  < 25 000 EUR,10.47,16.1,11.15
2010,(IT) Italy,(281) Marche,(3) 25 000  < 50 000 EUR,24.22,37.1,25.79
2010,(IT) Italy,(281) Marche,(4) 50 000  < 100 000 EUR,30.18,69.5,32.18
2010,(IT) Italy,(281) Marche,(5) 100 000  < 500 000 EUR,57.58,204.5,62.53
2010,(IT) Italy,(302) Campania,(1) 2 000  < 8 000 EUR,1.12,5.800000000000002,2.84
2010,(IT) Italy,(302) Campania,(2) 8 000  < 25 000 EUR,3.07,15.9,6.07
2010,(IT) Italy,(302) Campania,(3) 25 000  < 50 000 EUR,6.93,35.9,10.48
2010,(IT) Italy,(302) Campania,(4) 50 000  < 100 000 EUR,8.6,71.3,15.0
2010,(IT) Italy,(302) Campania,(5) 100 000  < 500 000 EUR,17.58,196.6,28.29
2010,(IT) Italy,(302) Campania,(6) >= 500 000 EUR,55.69,1191.9,70.92
2010,(IT) Italy,(303) Calabria,(1) 2 000  < 8 000 EUR,2.16,6.9,3.53
2010,(IT) Italy,(303) Calabria,(2) 8 000  < 25 000 EUR,2.33,16.4,5.37
2010,(IT) Italy,(303) Calabria,(3) 25 000  < 50 000 EUR,4.46,35.9,9.41
2010,(IT) Italy,(303) Calabria,(4) 50 000  < 100 000 EUR,7.42,71.60000000000001,21.65
2010,(IT) Italy,(303) Calabria,(5) 100 000  < 500 000 EUR,21.68,168.1,48.35
2010,(IT) Italy,(301) Molise,(1) 2 000  < 8 000 EUR,7.77,6.2,8.93
2010,(IT) Italy,(301) Molise,(2) 8 000  < 25 000 EUR,15.26,16.0,16.75
2010,(IT) Italy,(301) Molise,(3) 25 000  < 50 000 EUR,27.15,35.8,31.48
2010,(IT) Italy,(301) Molise,(4) 50 000  < 100 000 EUR,32.3,67.7,40.73
2010,(IT) Italy,(301) Molise,(5) 100 000  < 500 000 EUR,42.32,225.9,51.73
2010,(IT) Italy,(301) Molise,(6) >= 500 000 EUR,20.72,868.3000000000002,26.73
2010,(IT) Italy,(292) Abruzzo,(2) 8 000  < 25 000 EUR,5.55,16.7,7.42
2010,(IT) Italy,(292) Abruzzo,(3) 25 000  < 50 000 EUR,6.61,36.7,10.69
2010,(IT) Italy,(292) Abruzzo,(4) 50 000  < 100 000 EUR,10.59,70.10000000000001,17.01
2010,(IT) Italy,(292) Abruzzo,(5) 100 000  < 500 000 EUR,27.4,192.3,38.51
2010,(IT) Italy,(320) Sicilia,(1) 2 000  < 8 000 EUR,3.29,6.6,5.44
2010,(IT) Italy,(320) Sicilia,(2) 8 000  < 25 000 EUR,3.57,16.8,6.74
2010,(IT) Italy,(320) Sicilia,(3) 25 000  < 50 000 EUR,5.58,35.1,13.12
2010,(IT) Italy,(320) Sicilia,(4) 50 000  < 100 000 EUR,12.63,71.5,24.8
2010,(IT) Italy,(320) Sicilia,(5) 100 000  < 500 000 EUR,28.79,211.6,55.24
2010,(IT) Italy,(320) Sicilia,(6) >= 500 000 EUR,19.32,1110.5,82.42
2010,(IT) Italy,(312) Basilicata,(1) 2 000  < 8 000 EUR,6.87,5.800000000000002,9.14
2010,(IT) Italy,(312) Basilicata,(2) 8 000  < 25 000 EUR,18.06,16.5,23.22
2010,(IT) Italy,(312) Basilicata,(3) 25 000  < 50 000 EUR,28.2,35.0,42.0
2010,(IT) Italy,(312) Basilicata,(4) 50 000  < 100 000 EUR,41.67,69.5,60.33
2010,(IT) Italy,(312) Basilicata,(5) 100 000  < 500 000 EUR,56.95,184.5,94.60000000000001
2010,(IT) Italy,(330) Sardegna,(1) 2 000  < 8 000 EUR,2.34,5.4,4.41
2010,(IT) Italy,(330) Sardegna,(2) 8 000  < 25 000 EUR,7.78,16.7,18.79
2010,(IT) Italy,(330) Sardegna,(3) 25 000  < 50 000 EUR,14.34,37.2,27.84
2010,(IT) Italy,(330) Sardegna,(4) 50 000  < 100 000 EUR,27.27,74.9,55.07
2010,(IT) Italy,(330) Sardegna,(5) 100 000  < 500 000 EUR,67.93,192.2,116.43
2010,(IT) Italy,(330) Sardegna,(6) >= 500 000 EUR,101.76,749.4000000000001,119.98
2010,(IT) Italy,(311) Puglia,(1) 2 000  < 8 000 EUR,2.83,6.5,5.33
2010,(IT) Italy,(311) Puglia,(2) 8 000  < 25 000 EUR,4.91,17.0,8.870000000000001
2010,(IT) Italy,(311) Puglia,(3) 25 000  < 50 000 EUR,9.66,36.2,16.55
2010,(IT) Italy,(311) Puglia,(4) 50 000  < 100 000 EUR,16.18,72.7,27.99
2010,(IT) Italy,(311) Puglia,(5) 100 000  < 500 000 EUR,32.66,194.0,51.7
2011,(IT) Italy,(221) Valle d'Aosta,(2) 8 000  < 25 000 EUR,1.36,15.3,5.97
2011,(IT) Italy,(221) Valle d'Aosta,(3) 25 000  < 50 000 EUR,1.03,35.5,25.76
2011,(IT) Italy,(221) Valle d'Aosta,(4) 50 000  < 100 000 EUR,2.03,74.7,78.22
2011,(IT) Italy,(221) Valle d'Aosta,(5) 100 000  < 500 000 EUR,3.75,135.1,220.12
2011,(IT) Italy,(222) Piemonte,(1) 2 000  < 8 000 EUR,4.08,6.300000000000002,4.89
2011,(IT) Italy,(222) Piemonte,(2) 8 000  < 25 000 EUR,5.55,16.6,7.36
2011,(IT) Italy,(222) Piemonte,(3) 25 000  < 50 000 EUR,11.27,36.1,14.25
2011,(IT) Italy,(222) Piemonte,(4) 50 000  < 100 000 EUR,20.41,73.2,29.24
2011,(IT) Italy,(222) Piemonte,(5) 100 000  < 500 000 EUR,42.11,198.6,58.13
2011,(IT) Italy,(222) Piemonte,(6) >= 500 000 EUR,94.17,1161.0,108.45
2011,(IT) Italy,(241) Trentino,(2) 8 000  < 25 000 EUR,1.34,15.6,2.33
2011,(IT) Italy,(241) Trentino,(3) 25 000  < 50 000 EUR,1.32,36.7,3.68
2011,(IT) Italy,(241) Trentino,(4) 50 000  < 100 000 EUR,3.14,71.9,10.59
2011,(IT) Italy,(241) Trentino,(5) 100 000  < 500 000 EUR,6.94,153.9,26.38
2011,(IT) Italy,(243) Veneto,(1) 2 000  < 8 000 EUR,4.66,6.4,4.73
2011,(IT) Italy,(243) Veneto,(2) 8 000  < 25 000 EUR,5.89,15.9,6.48
2011,(IT) Italy,(243) Veneto,(3) 25 000  < 50 000 EUR,8.26,35.5,9.5
2011,(IT) Italy,(243) Veneto,(4) 50 000  < 100 000 EUR,12.9,71.3,15.38
2011,(IT) Italy,(243) Veneto,(5) 100 000  < 500 000 EUR,27.08,220.9,35.1
2011,(IT) Italy,(243) Veneto,(6) >= 500 000 EUR,60.05,1380.0,72.78
2011,(IT) Italy,(242) Alto Adige,(2) 8 000  < 25 000 EUR,4.42,16.1,4.84
2011,(IT) Italy,(242) Alto Adige,(3) 25 000  < 50 000 EUR,4.95,35.8,6.45
2011,(IT) Italy,(242) Alto Adige,(4) 50 000  < 100 000 EUR,7.08,69.8,10.47
2011,(IT) Italy,(242) Alto Adige,(5) 100 000  < 500 000 EUR,6.94,128.2,12.67
2011,(IT) Italy,(230) Lombardia,(2) 8 000  < 25 000 EUR,6.7,18.1,7.25
2011,(IT) Italy,(230) Lombardia,(3) 25 000  < 50 000 EUR,12.27,36.1,14.07
2011,(IT) Italy,(230) Lombardia,(4) 50 000  < 100 000 EUR,21.9,69.5,24.36
2011,(IT) Italy,(230) Lombardia,(5) 100 000  < 500 000 EUR,36.44,218.5,51.88
2011,(IT) Italy,(230) Lombardia,(6) >= 500 000 EUR,78.71000000000001,1578.3,79.42
2011,(IT) Italy,(260) EmiliaRomagna,(1) 2 000  < 8 000 EUR,3.8,6.300000000000002,4.17
2011,(IT) Italy,(260) Emilia-Romagna,(2) 8 000  < 25 000 EUR,7.21,17.0,7.93
2011,(IT) Italy,(260) Emilia-Romagna,(3) 25 000  < 50 000 EUR,10.93,36.8,12.9
2011,(IT) Italy,(260) Emilia-Romagna,(4) 50 000  < 100 000 EUR,15.77,72.3,19.08
2011,(IT) Italy,(260) Emilia-Romagna,(5) 100 000  < 500 000 EUR,34.63,213.5,41.0
2011,(IT) Italy,(260) Emilia-Romagna,(6) >= 500 000 EUR,91.87,1285.6,101.14
2011,(IT) Italy,(270) Toscana,(1) 2 000  < 8 000 EUR,4.62,6.5,6.84
2011,(IT) Italy,(270) Toscana,(2) 8 000  < 25 000 EUR,9.11,16.9,11.71
2011,(IT) Italy,(270) Toscana,(3) 25 000  < 50 000 EUR,15.79,36.6,19.4
2011,(IT) Italy,(270) Toscana,(4) 50 000  < 100 000 EUR,25.88,73.8,30.27
2011,(IT) Italy,(270) Toscana,(5) 100 000  < 500 000 EUR,52.52,218.4,62.85
2011,(IT) Italy,(270) Toscana,(6) >= 500 000 EUR,57.75,1099.5,120.38
2011,(IT) Italy,(244) FriuliVenezia Giulia,(1) 2 000  < 8 000 EUR,5.2,6.4,5.26
2011,(IT) Italy,(244) Friuli-Venezia Giulia,(2) 8 000  < 25 000 EUR,8.620000000000001,15.6,9.07
2011,(IT) Italy,(244) Friuli-Venezia Giulia,(3) 25 000  < 50 000 EUR,14.17,38.2,15.29
2011,(IT) Italy,(244) Friuli-Venezia Giulia,(4) 50 000  < 100 000 EUR,19.14,71.2,21.71
2011,(IT) Italy,(244) Friuli-Venezia Giulia,(5) 100 000  < 500 000 EUR,29.75,209.4,35.95
2011,(IT) Italy,(244) Friuli-Venezia Giulia,(6) >= 500 000 EUR,43.49,1659.0,65.19
2011,(IT) Italy,(250) Liguria,(1) 2 000  < 8 000 EUR,1.24,6.6,2.73
2011,(IT) Italy,(250) Liguria,(2) 8 000  < 25 000 EUR,1.86,15.2,3.03
2011,(IT) Italy,(250) Liguria,(3) 25 000  < 50 000 EUR,2.23,35.4,2.83
2011,(IT) Italy,(250) Liguria,(4) 50 000  < 100 000 EUR,3.43,69.2,4.05
2011,(IT) Italy,(250) Liguria,(5) 100 000  < 500 000 EUR,6.8,161.7,7.31
2011,(IT) Italy,(282) Umbria,(1) 2 000  < 8 000 EUR,4.9,6.2,6.92
2011,(IT) Italy,(282) Umbria,(2) 8 000  < 25 000 EUR,9.97,15.2,12.83
